station_cd,station_g_cd,station_name,station_name_k,station_name_r,station_name_zh,station_name_ko,primary_station_number,secondary_station_number,extra_station_number,three_letter_code,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort
2700105,2700105,青物横丁,アオモノヨコチョウ,Aomono-yokocho,青物横丁,아오모노요코초,04,,,,27001,13,140-0004,東京都品川区南品川３-１-２０,139.742958,35.609351,0000-00-00,0000-00-00,0,2700105
2700106,2700106,鮫洲,サメズ,Samezu,鲛洲,사메즈,05,,,,27001,13,140-0011,東京都品川区東大井１-２-２０,139.742227,35.604977,0000-00-00,0000-00-00,0,2700106
2700107,2700107,立会川,タチアイガワ,Tachiaigawa,立会川,다치아이가와,06,,,,27001,13,140-0011,東京都品川区東大井２-２３-１,139.738886,35.598489,0000-00-00,0000-00-00,0,2700107
2700108,2700108,大森海岸,オオモリカイガン,Omorikaigan,大森海岸,오모리카이간,07,,,,27001,13,140-0013,東京都品川区南大井３-３２-１,139.73544,35.587576,0000-00-00,0000-00-00,0,2700108
2700109,2700109,平和島,ヘイワジマ,Heiwajima,平和岛,헤이와지마,08,,,,27001,13,143-0016,東京都大田区大森北６-１３-１１,139.73491,35.57868,0000-00-00,0000-00-00,0,2700109
2700110,2700110,大森町,オオモリマチ,Omorimachi,大森町,오모리마치,09,,,,27001,13,143-0015,東京都大田区大森西３-２４-７,139.732027,35.572431,0000-00-00,0000-00-00,0,2700110
2700111,2700111,梅屋敷,ウメヤシキ,Umeyashiki,梅屋敷,우메야시키,10,,,,27001,13,144-0052,東京都大田区蒲田２-２８-１,139.728266,35.566873,0000-00-00,0000-00-00,0,2700111
2700112,2700112,京急蒲田,ケイキュウカマタ,Keikyu Kamata,京急蒲田,게이큐 가마타,11,,,,27001,13,144-0052,東京都大田区蒲田４-５０-１０,139.723681,35.560796,0000-00-00,0000-00-00,0,2700112
2700113,2700113,雑色,ゾウシキ,Zoshiki,杂色,조시키,18,,,,27001,13,144-0055,東京都大田区仲六郷２-４２-１,139.715005,35.549725,0000-00-00,0000-00-00,0,2700113
2700114,2700114,六郷土手,ロクゴウドテ,Rokugodote,六乡土手,로쿠고도테,19,,,,27001,13,144-0055,東京都大田区仲六郷４-２７-１１,139.7076,35.540577,0000-00-00,0000-00-00,0,2700114
2700115,2700115,京急川崎,ケイキュウカワサキ,Keikyu Kawasaki,京急川崎,게이큐 가와사키,20,,,,27001,14,210-0006,神奈川県川崎市川崎区砂子１-３-１,139.700893,35.53285,0000-00-00,0000-00-00,0,2700115
2700116,1130326,八丁畷,ハッチョウナワテ,Hatcho-nawate,八丁畷,핫초나와테,27,,,,27001,14,210-0022,神奈川県川崎市川崎区池田１丁目,139.691346,35.523054,0000-00-00,0000-00-00,0,2700116
2700117,2700117,鶴見市場,ツルミイチバ,Tsurumi-ichiba,鹤见市场,쓰루미이치바,28,,,,27001,14,230-0025,神奈川県横浜市鶴見区市場大和町７-１,139.68642,35.517594,0000-00-00,0000-00-00,0,2700117
2700118,1130401,京急鶴見,ケイキュウツルミ,Keikyu Tsurumi,京急鹤见,게이큐 쓰루미,29,,,,27001,14,230-0051,神奈川県横浜市鶴見区鶴見中央１-３０-２２,139.677743,35.507032,0000-00-00,0000-00-00,0,2700118
2700119,2700119,花月総持寺,カゲツソウジジ,Kagetsu-sojiji,花月总持寺,가게쓰소지지,30,,,,27001,14,230-0052,神奈川県横浜市鶴見区生麦５-１-３,139.672813,35.500358,0000-00-00,0000-00-00,0,2700119
2700120,2700120,生麦,ナマムギ,Namamugi,生麦,나마무기,31,,,,27001,14,230-0052,神奈川県横浜市鶴見区生麦３-１-３５,139.6673,35.4956,0000-00-00,0000-00-00,0,2700120
2700121,1133233,京急新子安,ケイキュウシンコヤス,Keikyu Shinkoyasu,京急新子安,게이큐 신코야스,32,,,,27001,14,221-0021,神奈川県横浜市神奈川区子安通３-２８９,139.655848,35.487242,0000-00-00,0000-00-00,0,2700121
2700122,2700122,子安,コヤス,Koyasu,子安,고야스,33,,,,27001,14,221-0021,神奈川県横浜市神奈川区子安通１-４６,139.644965,35.484556,0000-00-00,0000-00-00,0,2700122
2700123,2700123,神奈川新町,カナガワシンマチ,Kanagawa-shinmachi,神奈川新町,가나가와신마치,34,,,,27001,14,221-0041,神奈川県横浜市神奈川区亀住町１９-１,139.640152,35.481559,0000-00-00,0000-00-00,0,2700123
2700124,1130601,京急東神奈川,ケイキュウヒガシカナガワ,Keikyu Higashi-kanagawa,京急东神奈川,게이큐 히가시카나가와,35,,,,27001,14,221-0044,神奈川県横浜市神奈川区東神奈川１-１１-５,139.634669,35.477412,0000-00-00,0000-00-00,0,2700124
2700125,2700125,神奈川,カナガワ,Kanagawa,神奈川,가나가와,36,,,,27001,14,221-0057,神奈川県横浜市神奈川区青木町１-１,139.627364,35.471304,0000-00-00,0000-00-00,0,2700125
2700126,1130105,横浜,ヨコハマ,Yokohama,横滨,요코하마,37,,,,27001,14,220-0011,神奈川県横浜市西区高島２丁目,139.623055,35.466066,0000-00-00,0000-00-00,0,2700126
2700127,2700127,戸部,トベ,Tobe,户部,도베,38,,,,27001,14,220-0041,神奈川県横浜市西区戸部本町４８-１１,139.61956,35.456631,0000-00-00,0000-00-00,0,2700127
2700128,2700128,日ノ出町,ヒノデチョウ,Hinodecho,日之出町,히노데초,39,,,,27001,14,231-0066,神奈川県横浜市中区日ノ出町１-３１,139.626696,35.445524,0000-00-00,0000-00-00,0,2700128
2700129,2700129,黄金町,コガネチョウ,Koganecho,黄金町,고가네초,40,,,,27001,14,232-0005,神奈川県横浜市南区白金町１-１,139.62246,35.439694,0000-00-00,0000-00-00,0,2700129
2700130,2700130,南太田,ミナミオオタ,Minamiota,南太田,미나미오타,41,,,,27001,14,232-0006,神奈川県横浜市南区南太田１-２５-１,139.613408,35.436923,0000-00-00,0000-00-00,0,2700130
2700131,2700131,井土ヶ谷,イドガヤ,Idogaya,井土谷,이도가야,42,,,,27001,14,232-0052,神奈川県横浜市南区井土ケ谷中町,139.60061,35.433895,0000-00-00,0000-00-00,0,2700131
2700132,2700132,弘明寺,グミョウジ,Gumyoji,弘明寺,구묘지,43,,,,27001,14,232-0067,神奈川県横浜市南区弘明寺町267,139.596791,35.42437,0000-00-00,0000-00-00,0,2700132
2700133,2700133,上大岡,カミオオオカ,Kamiooka,上大冈,가미오오카,44,,,,27001,14,233-0002,神奈川県横浜市港南区上大岡西１-６-１,139.596552,35.409418,0000-00-00,0000-00-00,0,2700133
2700134,2700134,屏風浦,ビョウブガウラ,Byobugaura,屏风浦,뵤부가우라,45,,,,27001,14,235-0023,神奈川県横浜市磯子区森３-１８-６,139.610387,35.394176,0000-00-00,0000-00-00,0,2700134
2700135,2700135,杉田,スギタ,Sugita,杉田,스기타,46,,,,27001,14,235-0033,神奈川県横浜市磯子区杉田２-１-９,139.615734,35.383796,0000-00-00,0000-00-00,0,2700135
2700136,2700136,京急富岡,ケイキュウトミオカ,Keikyu Tomioka,京急富冈,게이큐 도미오카,47,,,,27001,14,236-0052,神奈川県横浜市金沢区富岡西７-１-１,139.629772,35.366743,0000-00-00,0000-00-00,0,2700136
2700137,2700137,能見台,ノウケンダイ,Nokendai,能见台,노켄다이,48,,,,27001,14,236-0053,神奈川県横浜市金沢区能見台通２-１,139.629233,35.360528,0000-00-00,0000-00-00,0,2700137
2700138,2700138,金沢文庫,カナザワブンコ,Kanazawa-bunko,金泽文库,가나자와분코,49,,,,27001,14,236-0016,神奈川県横浜市金沢区谷津町３８４,139.621606,35.342966,0000-00-00,0000-00-00,0,2700138
2700139,2700139,金沢八景,カナザワハッケイ,Kanazawa-hakkei,金泽八景,가나자와핫케이,50,,,,27001,14,236-0027,神奈川県横浜市金沢区瀬戸１５-１,139.62018,35.331223,0000-00-00,0000-00-00,0,2700139
2700140,2700140,追浜,オッパマ,Oppama,追滨,옷파마,54,,,,27001,14,237-0064,神奈川県横須賀市追浜町３-３,139.624905,35.315461,0000-00-00,0000-00-00,0,2700140
2700141,2700141,京急田浦,ケイキュウタウラ,Keikyu Taura,京急田浦,게이큐 다우라,55,,,,27001,14,237-0076,神奈川県横須賀市船越町５-２,139.625252,35.300892,0000-00-00,0000-00-00,0,2700141
2700142,2700142,安針塚,アンジンヅカ,Anjinzuka,安针塚,안진즈카,56,,,,27001,14,237-0072,神奈川県横須賀市長浦町２-３２,139.64292,35.286641,0000-00-00,0000-00-00,0,2700142
2700143,2700143,逸見,ヘミ,Hemi,逸见,헤미,57,,,,27001,14,238-0045,神奈川県横須賀市東逸見町２-１８,139.653149,35.28048,0000-00-00,0000-00-00,0,2700143
2700144,2700144,汐入,シオイリ,Shioiri,汐入,시오이리,58,,,,27001,14,238-0042,神奈川県横須賀市汐入町２-４１,139.662443,35.280241,0000-00-00,0000-00-00,0,2700144
2700145,2700145,横須賀中央,ヨコスカチュウオウ,Yokosuka-chuo,横须贺中央,요코스카추오,59,,,,27001,14,238-0007,神奈川県横須賀市若松町２-２５,139.670217,35.27858,0000-00-00,0000-00-00,0,2700145
2700146,2700146,県立大学,ケンリツダイガク,Kenritsudaigaku,县立大学,겐리쓰다이가쿠,60,,,,27001,14,238-0012,神奈川県横須賀市安浦町２-２８,139.677033,35.269731,0000-00-00,0000-00-00,0,2700146
2700147,2700147,堀ノ内,ホリノウチ,Horinouchi,堀之内,호리노우치,61,,,,27001,14,238-0014,神奈川県横須賀市三春町３-４５,139.686932,35.26322,0000-00-00,0000-00-00,0,2700147
2700148,2700148,京急大津,ケイキュウオオツ,Keikyu Otsu,京急大津,게이큐 오쓰,62,,,,27001,14,239-0808,神奈川県横須賀市大津町１-１１-１９,139.695334,35.261068,0000-00-00,0000-00-00,0,2700148
2700149,2700149,馬堀海岸,マボリカイガン,Maborikaigan,马堀海岸,마보리카이간,63,,,,27001,14,239-0802,神奈川県横須賀市馬堀町３-２０-１,139.707328,35.259651,0000-00-00,0000-00-00,0,2700149
2700150,2700150,浦賀,ウラガ,Uraga,浦贺,우라가,64,,,,27001,14,239-0822,神奈川県横須賀市浦賀町１-８６,139.714999,35.250933,0000-00-00,0000-00-00,0,2700150
2700201,2700112,京急蒲田,ケイキュウカマタ,Keikyu Kamata,京急蒲田,게이큐 가마타,11,,,,27002,13,144-0052,東京都大田区蒲田４-５０-１０,139.723681,35.560796,0000-00-00,0000-00-00,0,2700201
2700202,2700202,糀谷,コウジヤ,Kojiya,糀谷,고지야,12,,,,27002,13,144-0034,東京都大田区西糀谷４-１３-１７,139.72962,35.5545,0000-00-00,0000-00-00,0,2700202
2700203,2700203,大鳥居,オオトリイ,Otorii,大鸟居,오토리이,13,,,,27002,13,144-0034,東京都大田区西糀谷３-３７-１８,139.739356,35.552531,0000-00-00,0000-00-00,0,2700203
2700204,2700204,穴守稲荷,アナモリイナリ,Anamori-inari,穴守稻荷,아나모리이나리,14,,,,27002,13,144-0043,東京都大田区羽田４-６-１１,139.746669,35.550326,0000-00-00,0000-00-00,0,2700204
2700205,2700205,天空橋,テンクウバシ,Tenkubashi,天空桥,덴쿠바시,15,,,,27002,13,144-0041,東京都大田区羽田空港１-１-２,139.75423,35.548908,0000-00-00,0000-00-00,0,2700205
2700207,2700207,羽田空港第3ターミナル,ハネダクウコウダイサンターミナル,Haneda Airport Terminal 3,羽田机场第3航站楼,하네다 공항 제3터미널,16,,,,27002,13,144-0041,東京都大田区羽田空港二丁目6番5号,139.768968,35.544676,2010-10-21,0000-00-00,0,2700205
2700206,2700206,羽田空港第1・第2ターミナル,ハネダクウコウダイイチダイニターミナル,Haneda Airport Terminal 1･2,羽田机场第1、第2航站楼,하네다 공항 제1·제2터미널,17,,,,27002,13,144-0041,東京都大田区羽田空港３-３-４,139.785962,35.549809,0000-00-00,0000-00-00,0,2700206
2700301,2700115,京急川崎,ケイキュウカワサキ,Keikyu Kawasaki,港町,게이큐 가와사키,20,,,,27003,14,210-0006,神奈川県川崎市川崎区砂子１-３-１,139.700893,35.53285,0000-00-00,0000-00-00,0,2700301
2700302,2700302,港町,ミナトチョウ,Minatocho,京急川崎,미나토초,21,,,,27003,14,210-0807,神奈川県川崎市川崎区港町１-１,139.712578,35.535014,0000-00-00,0000-00-00,0,2700302
2700303,2700303,鈴木町,スズキチョウ,Suzukicho,铃木町,스즈키초,22,,,,27003,14,210-0801,神奈川県川崎市川崎区鈴木町２-２,139.720655,35.53535,0000-00-00,0000-00-00,0,2700303
2700304,2700304,川崎大師,カワサキダイシ,Kawasakidaishi,川崎大师,가와사키다이시,23,,,,27003,14,210-0802,神奈川県川崎市川崎区大師駅前１-１８-１,139.725946,35.535711,0000-00-00,0000-00-00,0,2700304
2700305,2700305,東門前,ヒガシモンゼン,Higashimonzen,东门前,히가시몬젠,24,,,,27003,14,210-0818,神奈川県川崎市川崎区中瀬３-２３-１０,139.734298,35.536566,0000-00-00,0000-00-00,0,2700305
2700306,2700306,大師橋,ダイシバシ,Daishibashi,大师桥,다이시바시,25,,,,27003,14,210-0811,神奈川県川崎市川崎区大師河原２-４-２５,139.740381,35.536611,0000-00-00,0000-00-00,0,2700306
2700307,2700307,小島新田,コジマシンデン,Kojimashinden,小岛新田,고지마신덴,26,,,,27003,14,210-0822,神奈川県川崎市川崎区田町２-３-１５,139.747575,35.534798,0000-00-00,0000-00-00,0,2700307
2700401,2700139,金沢八景,カナザワハッケイ,Kanazawa-hakkei,金泽八景,가나자와핫케이,50,,,,27004,14,236-0027,神奈川県横浜市金沢区瀬戸１５-１,139.62018,35.331223,0000-00-00,0000-00-00,0,2700401
2700402,2700402,六浦,ムツウラ,Mutsuura,六浦,무쓰우라,51,,,,27004,14,236-0032,神奈川県横浜市金沢区六浦町１５３４,139.611532,35.32269,0000-00-00,0000-00-00,0,2700402
2700403,2700403,神武寺,ジンムジ,Jimmuji,神武寺,진무지,52,,,,27004,14,249-0003,神奈川県逗子市池子２-１１-２,139.592947,35.306233,0000-00-00,0000-00-00,0,2700403
2700404,2700404,逗子・葉山,ズシ・ハヤマ,Zushi･Hayama,逗子·叶山,즈시·하야마,53,,,,27004,14,249-0006,神奈川県逗子市逗子５-１-６,139.580359,35.294189,0000-00-00,0000-00-00,0,2700404
2700501,2700147,堀ノ内,ホリノウチ,Horinouchi,堀之内,호리노우치,61,,,,27005,14,238-0014,神奈川県横須賀市三春町３-４５,139.686932,35.26322,0000-00-00,0000-00-00,0,2700501
2700502,2700502,新大津,シンオオツ,Shin-otsu,新大津,신오쓰,65,,,,27005,14,239-0808,神奈川県横須賀市大津町４-７-１,139.69016,35.257013,0000-00-00,0000-00-00,0,2700502
2700503,2700503,北久里浜,キタクリハマ,Kitakurihama,北久里滨,기타쿠리하마,66,,,,27005,14,239-0807,神奈川県横須賀市根岸町２-２０６,139.686368,35.249355,0000-00-00,0000-00-00,0,2700503
2700504,1130818,京急久里浜,ケイキュウクリハマ,Keikyu Kurihama,京急久里滨,게이큐 구리하마,67,,,,27005,14,239-0831,神奈川県横須賀市久里浜４-４-１０,139.702139,35.231332,0000-00-00,0000-00-00,0,2700504
2700505,2700505,ＹＲＰ野比,ワイアールピーノビ,YRP Nobi,YRP野比,YRP 노비,68,,,,27005,14,239-0841,神奈川県横須賀市野比１-９-１,139.685068,35.212229,0000-00-00,0000-00-00,0,2700505
2700506,2700506,京急長沢,ケイキュウナガサワ,Keikyu Nagasawa,京急长泽,게이큐 나가사와,69,,,,27005,14,239-0842,神奈川県横須賀市長沢１-３５-１,139.674048,35.20548,0000-00-00,0000-00-00,0,2700506
2700507,2700507,津久井浜,ツクイハマ,Tsukuihama,津久井滨,쓰쿠이하마,70,,,,27005,14,239-0843,神奈川県横須賀市津久井４-２-１,139.665279,35.198419,0000-00-00,0000-00-00,0,2700507
2700508,2700508,三浦海岸,ミウラカイガン,Miurakaigan,三浦海岸,미우라카이간,71,,,,27005,14,238-0101,神奈川県三浦市南下浦町上宮田１４９７,139.653138,35.188084,0000-00-00,0000-00-00,0,2700508
2700509,2700509,三崎口,ミサキグチ,Misakiguchi,三崎口,미사키구치,72,,,,27005,14,238-0111,神奈川県三浦市初声町下宮田４９５,139.633207,35.177515,0000-00-00,0000-00-00,0,2700509
2800101,2100201,浅草,アサクサ,Asakusa,浅草,아사쿠사,19,,,,28001,13,111-0032,東京都台東区浅草一丁目1-3,139.797592,35.710733,0000-00-00,0000-00-00,0,2800101
2800102,2800102,田原町,タワラマチ,Tawaramachi,田原町,다와라마치,18,,,,28001,13,111-0035,東京都台東区西浅草１-１-１８,139.790897,35.709897,0000-00-00,0000-00-00,0,2800102
2800103,2800103,稲荷町,イナリチョウ,Inaricho,稻荷町,이나리초,17,,,,28001,13,110-0015,東京都台東区東上野３-３３-１１,139.782593,35.711273,0000-00-00,0000-00-00,0,2800103
2800104,1130220,上野,ウエノ,Ueno,上野,우에노,16,,,,28001,13,110-0005,東京都台東区東上野三丁目19-6,139.777122,35.711482,0000-00-00,0000-00-00,0,2800104
2800105,1130221,上野広小路,ウエノヒロコウジ,Ueno-hirokoji,上野广小路,우에노히로코지,15,,,,28001,13,110-0005,東京都台東区上野３-２９-３,139.772877,35.70768,0000-00-00,0000-00-00,0,2800105
2800106,2800106,末広町,スエヒロチョウ,Suehirocho,末广町,스에히로초,14,,,,28001,13,101-0021,東京都千代田区外神田４-７-３,139.771713,35.702972,0000-00-00,0000-00-00,0,2800106
2800107,1130223,神田,カンダ,Kanda,神田,간다,13,,,,28001,13,101-0041,東京都千代田区神田須田町一丁目16,139.770899,35.693587,0000-00-00,0000-00-00,0,2800107
2800108,1131402,三越前,ミツコシマエ,Mitsukoshimae,三越前,미쓰코시마에,12,,,,28001,13,103-0022,東京都中央区日本橋室町１-８-１,139.773594,35.687101,0000-00-00,0000-00-00,0,2800108
2800109,2800109,日本橋,ニホンバシ,Nihombashi,日本桥,니혼바시,11,,,,28001,13,103-0027,東京都中央区日本橋１丁目,139.773516,35.682078,0000-00-00,0000-00-00,0,2800109
2800110,2800110,京橋,キョウバシ,Kyobashi,京桥,교바시,10,,,,28001,13,104-0031,東京都中央区京橋２-２-１０,139.770126,35.676856,0000-00-00,0000-00-00,0,2800110
2800111,2800111,銀座,ギンザ,Ginza,银座,긴자,09,,,,28001,13,104-0061,東京都中央区銀座４-１-２,139.763965,35.671989,0000-00-00,0000-00-00,0,2800111
2800112,1130102,新橋,シンバシ,Shimbashi,新桥,신바시,08,,,,28001,13,105-0004,東京都港区新橋二丁目17-5,139.758432,35.667434,0000-00-00,0000-00-00,0,2800112
2800113,2800113,虎ノ門,トラノモン,Toranomon,虎之门,도라노몬,07,,,,28001,13,105-0001,東京都港区虎ノ門１-１-２１,139.749832,35.670236,0000-00-00,0000-00-00,0,2800113
2800114,2800114,溜池山王,タメイケサンノウ,Tameike-sanno,溜池山王,다메이케산노,06,,,,28001,13,100-0014,東京都千代田区永田町２-１１-１,139.741419,35.673621,0000-00-00,0000-00-00,0,2800114
2800115,2800115,赤坂見附,アカサカミツケ,Akasaka-mitsuke,赤坂见附,아카사카미쓰케,05,,,,28001,13,107-0052,東京都港区赤坂３-１-６,139.737047,35.677021,0000-00-00,0000-00-00,0,2800115
2800116,2800116,青山一丁目,アオヤマイッチョウメ,Aoyama-itchome,青山一丁目,아오야마잇초메,04,,,,28001,13,107-0062,東京都港区南青山１-１-１９,139.724159,35.672765,0000-00-00,0000-00-00,0,2800116
2800117,2800117,外苑前,ガイエンマエ,Gaienmae,外苑前,가이엔마에,03,,,,28001,13,107-0061,東京都港区北青山２-７-１６,139.717857,35.670527,0000-00-00,0000-00-00,0,2800117
2800118,2800118,表参道,オモテサンドウ,Omote-sando,表参道,오모테산도,02,,,,28001,13,107-0061,東京都港区北青山３丁目,139.712314,35.665247,0000-00-00,0000-00-00,0,2800118
2800119,1130205,渋谷,シブヤ,Shibuya,涩谷,시부야,01,,,,28001,13,150-0043,東京都渋谷区道玄坂一丁目1-1,139.701,35.659066,0000-00-00,0000-00-00,0,2800119
2800201,1130212,池袋,イケブクロ,Ikebukuro,池袋,이케부쿠로,25,,,,28002,13,171-0022,東京都豊島区南池袋一丁目28-1,139.711086,35.730256,0000-00-00,0000-00-00,0,2800201
2800202,2800202,新大塚,シンオオツカ,Shin-otsuka,新大冢,신오쓰카,24,,,,28002,13,112-0012,東京都文京区大塚４-５１-５,139.729971,35.72569,0000-00-00,0000-00-00,0,2800202
2800203,2800203,茗荷谷,ミョウガダニ,Myogadani,茗荷谷,묘가다니,23,,,,28002,13,112-0006,東京都文京区小日向４-６-１５,139.737184,35.716989,0000-00-00,0000-00-00,0,2800203
2800204,2800204,後楽園,コウラクエン,Korakuen,后乐园,고라쿠엔,22,,,,28002,13,112-0003,東京都文京区春日１-２-３,139.751864,35.707898,0000-00-00,0000-00-00,0,2800204
2800205,2800205,本郷三丁目,ホンゴウサンチョウメ,Hongo-sanchome,本乡三丁目,혼고산초메,21,,,,28002,13,113-0033,東京都文京区本郷２-３９-１,139.759914,35.706671,0000-00-00,0000-00-00,0,2800205
2800206,1131203,御茶ノ水,オチャノミズ,Ochanomizu,御茶之水,오차노미즈,20,,,,28002,13,101-0062,東京都千代田区神田駿河台２丁目,139.763952,35.700614,0000-00-00,0000-00-00,0,2800206
2800207,2800207,淡路町,アワジチョウ,Awajicho,淡路町,아와지초,19,,,,28002,13,101-0063,東京都千代田区神田淡路町１-２,139.7675149,35.6953595,0000-00-00,0000-00-00,0,2800207
2800208,2800208,大手町,オオテマチ,Otemachi,大手町,오테마치,18,,,,28002,13,100-0004,東京都千代田区大手町１丁目,139.7662,35.686564,0000-00-00,0000-00-00,0,2800208
2800209,1130101,東京,トウキョウ,Tōkyō,东京,도쿄,17,,,,28002,13,100-0005,東京都千代田区丸の内一丁目,139.764708,35.681753,0000-00-00,0000-00-00,0,2800209
2800210,2800111,銀座,ギンザ,Ginza,银座,긴자,16,,,,28002,13,104-0061,東京都中央区銀座４-１-２,139.763965,35.671989,0000-00-00,0000-00-00,0,2800210
2800211,2800211,霞ケ関,カスミガセキ,Kasumigaseki,霞关,가스미가세키,15,,,,28002,13,100-0013,東京都千代田区霞が関２丁目,139.750899,35.673838,0000-00-00,0000-00-00,0,2800211
2800212,2800212,国会議事堂前,コッカイギジドウマエ,Kokkai-gijidomae,国会议事堂前,곳카이기지도마에,14,,,,28002,13,100-0014,東京都千代田区永田町１丁目,139.745219,35.67393,0000-00-00,0000-00-00,0,2800212
2800213,2800115,赤坂見附,アカサカミツケ,Akasaka-mitsuke,赤坂见附,아카사카미쓰케,13,,,,28002,13,107-0052,東京都港区赤坂３-１-６,139.737047,35.677021,0000-00-00,0000-00-00,0,2800213
2800214,1131102,四ツ谷,ヨツヤ,Yotsuya,四谷,요쓰야,12,,,,28002,13,160-0004,東京都新宿区四谷１丁目,139.729947,35.684586,0000-00-00,0000-00-00,0,2800214
2800215,2800215,四谷三丁目,ヨツヤサンチョウメ,Yotsuya-sanchome,四谷三丁目,요쓰야산초메,11,,,,28002,13,160-0004,東京都新宿区四谷３-８,139.720103,35.687958,0000-00-00,0000-00-00,0,2800215
2800216,2800216,新宿御苑前,シンジュクギョエンマエ,Shinjuku-gyoenmae,新宿御苑前,신주쿠교엔마에,10,,,,28002,13,160-0022,東京都新宿区新宿１-８-１,139.71069,35.688588,0000-00-00,0000-00-00,0,2800216
2800217,2800217,新宿三丁目,シンジュクサンチョウメ,Shinjuku-sanchome,新宿三丁目,신주쿠산초메,09,,,,28002,13,160-0022,東京都新宿区新宿３-１４-１,139.704895,35.690847,0000-00-00,0000-00-00,0,2800217
2800218,1130208,新宿,シンジュク,Shinjuku,新宿,신주쿠,08,,,,28002,13,160-0023,東京都新宿区西新宿一丁目西口地下街1号,139.700711,35.69235,0000-00-00,0000-00-00,0,2800218
2800219,2800219,西新宿,ニシシンジュク,Nishi-shinjuku,西新宿,니시신주쿠,07,,,,28002,13,160-0023,東京都新宿区西新宿６-７-５１,139.692778,35.694298,0000-00-00,0000-00-00,0,2800219
2800220,2800220,中野坂上,ナカノサカウエ,Nakano-sakaue,中野坂上,나카노사카우에,06,,,,28002,13,164-0011,東京都中野区中央２-１-２,139.68291,35.69792,0000-00-00,0000-00-00,0,2800220
2800221,2800221,新中野,シンナカノ,Shin-nakano,新中野,신나카노,05,,,,28002,13,164-0011,東京都中野区中央４-２-１５,139.66903,35.697491,0000-00-00,0000-00-00,0,2800221
2800222,2800222,東高円寺,ヒガシコウエンジ,Higashi-koenji,东高圆寺,히가시코엔지,04,,,,28002,13,166-0012,東京都杉並区和田３-５５-４２,139.657822,35.697802,0000-00-00,0000-00-00,0,2800222
2800223,2800223,新高円寺,シンコウエンジ,Shin-koenji,新高圆寺,신코엔지,03,,,,28002,13,166-0003,東京都杉並区高円寺南２-２０-１,139.648068,35.697985,0000-00-00,0000-00-00,0,2800223
2800224,2800224,南阿佐ケ谷,ミナミアサガヤ,Minami-asagaya,南阿佐谷,미나미아사가야,02,,,,28002,13,166-0004,東京都杉並区阿佐谷南１-１５-７,139.63576,35.699624,0000-00-00,0000-00-00,0,2800224
2800225,1131217,荻窪,オギクボ,Ogikubo,荻洼,오기쿠보,01,,,,28002,13,167-0043,東京都杉並区上荻１丁目,139.620116,35.704304,0000-00-00,0000-00-00,0,2800225
2800226,2800226,中野新橋,ナカノシンバシ,Nakano-shimbashi,中野新桥,나카노신바시,,05,,,28002,13,164-0013,東京都中野区弥生町２-２６-８,139.673997,35.692123,0000-00-00,0000-00-00,0,2800226
2800227,2800227,中野富士見町,ナカノフジミチョウ,Nakano-fujimicho,中野富士见町,나카노후지미초,,04,,,28002,13,164-0013,東京都中野区弥生町５-２４-４,139.666933,35.690514,0000-00-00,0000-00-00,0,2800227
2800228,2800228,方南町,ホウナンチョウ,Honancho,方南町,호난초,,03,,,28002,13,166-0013,東京都杉並区堀ノ内１-１-１,139.656498,35.683496,0000-00-00,0000-00-00,0,2800228
2800301,1132005,北千住,キタセンジュ,Kita-senju,北千住,기타센주,22,,,,28003,13,120-0026,東京都足立区千住旭町,139.804276,35.748916,0000-00-00,0000-00-00,0,2800301
2800302,1132004,南千住,ミナミセンジュ,Minami-senju,南千住,미나미센주,21,,,,28003,13,116-0003,東京都荒川区南千住４丁目,139.799273,35.733398,0000-00-00,0000-00-00,0,2800302
2800303,2800303,三ノ輪,ミノワ,Minowa,三之轮,미노와,20,,,,28003,13,110-0011,東京都台東区三ノ輪２-１４-７,139.791485,35.729623,0000-00-00,0000-00-00,0,2800303
2800304,2800304,入谷,イリヤ,Iriya,入谷,이리야,19,,,,28003,13,110-0013,東京都台東区入谷１-６-４,139.783924,35.719862,0000-00-00,0000-00-00,0,2800304
2800305,1130220,上野,ウエノ,Ueno,上野,우에노,18,,,,28003,13,110-0005,東京都台東区東上野三丁目19-6,139.777122,35.711482,0000-00-00,0000-00-00,0,2800305
2800306,1130221,仲御徒町,ナカオカチマチ,Naka-okachimachi,仲御徒町,나카오카치마치,17,,,,28003,13,110-0005,東京都台東区上野５-２４-１２,139.776138,35.706649,0000-00-00,0000-00-00,0,2800306
2800307,1130222,秋葉原,アキハバラ,Akihabara,秋叶原,아키하바라,16,,,,28003,13,101-0025,東京都千代田区神田佐久間町一丁目21,139.775459,35.698162,0000-00-00,0000-00-00,0,2800307
2800308,2800308,小伝馬町,コデンマチョウ,Kodenmacho,小传马町,고덴마초,15,,,,28003,13,103-0001,東京都中央区日本橋小伝馬町１１-１,139.778433,35.690737,0000-00-00,0000-00-00,0,2800308
2800309,2800309,人形町,ニンギョウチョウ,Ningyocho,人形町,닌교초,14,,,,28003,13,103-0013,東京都中央区日本橋人形町２-６-５,139.782285,35.686307,0000-00-00,0000-00-00,0,2800309
